CZE_fortification_studies,200
CZE_fallback_line,60
CZE_sudeten_1,90
CZE_sudeten_2,90
CZE_sudeten_3,80
CZE_hungarian_line,60
CZE_polish_line,50
CZE_internal_redoubts,60
CZE_industrial_legacy,90
CZE_favor_czechs_1,40
CZE_favor_czechs_2,80
CZE_favor_czechs_3,80
CZE_balanced_1,70
CZE_balanced_2,80
CZE_balanced_3,80
CZE_united_population,100
CZE_arms_exports_1,80
CZE_arms_exports_2,70
CZE_arms_exports_3,70
CZE_political_direction,90
CZE_go_left,30
CZE_czech_socialism,80
CZE_communism_with_a_human_face,50
CZE_communist_support,80
CZE_join_comintern,100
CZE_the_romanian_question,80
CZE_the_polish_division,80
CZE_democratic_bastion,90
CZE_beacon_of_liberty,75
CZE_healing_a_divided_nation,1
CZE_defensive_preparations,100
CZE_bonus_research_slot_1,100
CZE_go_right,40
CZE_czech_fascism,80
CZE_aggressive_wars,90
CZE_the_polish_question,90
CZE_exclude_the_slovaks,40
CZE_national_fascism,40
CZE_german_minor_ally,40
CZE_german_ally,100
CZE_strategy_decisions,90
CZE_german_leanings,40
CZE_german_puppet,90
CZE_hungarian_situation,90
CZE_deliver_sudetenland,40
CZE_german_technology,100
CZE_trust_in_the_west,90
CZE_doctrinal_innovation,100
CZE_bonus_research_slot_2,100
CZE_secret_weapons,60
CZE_nukes,40
CZE_an_entente_of_our_own,40
CZE_invite_yugoslavia,100
CZE_invite_romania,100
CZE_faction_tech_sharing,50
CZE_security_council,50
CZE_deal_with_hungary,90
CZE_deal_with_bulgaria,90
CZE_rapprochement_with_hungary,40
CZE_czechoslovak_legion,60
CZE_military_research_institute,90
CZE_mountain_bonus,50
CZE_inf_and_artillery_advancement,80
CZE_support_bonus,60
CZE_inf_and_artillery_advancement_2,80
CZE_doctrine_bonus,100
CZE_motorization_scheme,60
CZE_armour_bonus_1,70
CZE_mechanization,50
CZE_armour_bonus_ii,60
CZE_doctrine_bonus_2,100
CZE_war_college,90
CZE_military_aeronautical_institute,90
CZE_import_foreign_fighters,70
CZE_light_fighter_focus,70
CZE_heavy_fighter_focus,50
CZE_air_is_our_sea,80
CZE_rule_the_air,80
CZE_import_foreign_bombers,70
CZE_cas_focus,70
CZE_tac_focus,30
CZE_access_to_the_sea,30
CZE_sudden_shipyard,70
CZE_shipbuilding_legacy,40
CZE_battleship_catchup_1,10
CZE_destroyer_catchup_1,20
CZE_cruiser__catchup_1,10
CZE_raiding_focus,20
CZE_capital_focus,5
