FIN_suomalainen_sosialismi,_
FIN_towards_a_red_government,_
FIN_the_second_finnish_civil_war,_
FIN_the_peoples_democratic_league,_
FIN_cooperate_with_social_democrats,_
FIN_the_workers_state,_
FIN_the_red_watch,_
FIN_approach_the_soviets,_
FIN_antagonize_the_soviets,_
FIN_finno_soviet_pact,_
FIN_subsidized_national_industrialization,_
FIN_finnish_learned_societies,_
FIN_finnish_federation_of_trade_unions,_
FIN_defensive_preparations,_
FIN_trade_agreements,_
FIN_finno_estonian_union,1
FIN_social_democracy,_
FIN_pragmatic_socialism,_
FIN_sosialistinen_eduskuntaryhma,_
FIN_social_democratic_womens_union,_
FIN_mineral_wealth,_
FIN_funds_from_kalevala_koru_oy,_
FIN_join_the_comintern,1
FIN_united_under_the_north_star,40
FIN_approach_major_democracies,1
FIN_finnish_autonomy,0
FIN_integrate_kola_and_karelia,_
FIN_british_threat,_
FIN_keepers_of_the_baltic_countries,_
FIN_red_finland,_
FIN_finnish_influence_in_the_baltic,_
FIN_preserve_sapmi,_
FIN_confederated_finno_russian_republics,_
FIN_secure_the_baltic_sea,_
FIN_german_threat,_
FIN_socialist_welfare,_
FIN_aid_for_entrepreneurs,_
FIN_soviet_threat,_
FIN_proclaim_greater_finland,_
FIN_control_the_flux_of_iron_ore,_
FIN_finnish_neutrality,_
FIN_political_unity,_
FIN_align_the_agrarian_league,_
FIN_the_finnish_swedish_peoples_party,_
FIN_collaboration_with_the_left,_
FIN_railways_and_infrastructure,_
FIN_repurpose_small_industries,_
FIN_expand_state_military_factories,_
FIN_a_new_course_for_kokoomus,_
FIN_the_finnish_throne,_
FIN_strengthen_military_administration,_
FIN_dreams_of_expansionism,_
FIN_reach_out_to_scandinavia,_
FIN_moderate_politics,_
FIN_join_the_allies,_
FIN_northern_defense_front,_
FIN_the_lone_wolf,_
FIN_military_aid,_
FIN_mineral_wealth_development,_
FIN_industrialize_the_region,_
FIN_increase_military_investment,_
FIN_cooperation_with_germany,_
FIN_wartsila_engine_production,_
FIN_german_military_advisors,_
FIN_finnish_march_of_conquest,_
FIN_joint_scientific_program,_
FIN_modernize_the_industry,_
FIN_modernize_the_army,_
FIN_weapon_caches,_
FIN_national_unity,_
FIN_viron_kansa,_
FIN_ambitions_in_the_south,_
FIN_arm_the_lotta_svard,_
FIN_union_of_finnish_brothers_in_arms,_
FIN_parmis_devils,_
FIN_militarized_society,_
FIN_a_cry_for_help,_
FIN_greater_finland,_
FIN_right_wing_policies,_
FIN_discredit_the_democratic_system,_
FIN_prepare_a_military_coup,_
FIN_a_fascist_regime,_
FIN_seek_german_protection,_
FIN_join_axis,1
FIN_industrial_cooperation,_
FIN_military_research,_
FIN_bring_foreign_armor_experts,_
FIN_finnish_supremacy_in_the_north,40
FIN_finnish_legion_of_honor,_
FIN_tactical_wargaming_department,_
FIN_advanced_jaeger_training_program,_
FIN_finnish_irredentism,_
FIN_keepers_of_the_north,_
FIN_patriotic_peoples_movement,_
FIN_mustapaidat,_
FIN_sotilaalliset_kappalaiset,_
FIN_national_fanatism,_
FIN_academic_karelian_society,_
FIN_take_over_the_suojeluskunta,_
FIN_maan_turva,_
FIN_military_promotions,_
FIN_indoctrinate_the_workers,_
FIN_intellectual_elite,_
FIN_enhance_southern_infrastructure,_
FIN_industrial_development,_
FIN_bank_of_aland,_
FIN_suomen_akatemia,_
FIN_janiskoski_power_plant,_
FIN_found_pohjolan_voima,_
FIN_expand_imatra_hydropower_plant,_
FIN_makola_mine,_
FIN_power_from_the_dams,_
FIN_tire_factory_at_nokia,_
FIN_vaisala_radiosonde_tests,_
FIN_contract_with_yhteissisu,_
FIN_industrial_upgrade_in_harjavalta,_
FIN_expand_mining_prospection,_
FIN_elijarvi_mine,_
FIN_tornio_steel_factory,_
FIN_outokumpu_for_defence_industry,_
FIN_oy_alkoholiliike,_
FIN_integrate_oy_tikkakoski,_
FIN_national_firepower,_
FIN_increase_military_budget,_
FIN_suomen_maavoimat,_
FIN_operation_kilpapurjehdus,_
FIN_extra_refresher_exercises,_
FIN_the_cold_front,_
FIN_jaeger_movement,_
FIN_salvaged_and_retooled,_
FIN_winter_warfare,_
FIN_motti_tactics,_
FIN_foreign_armor,_
FIN_utilize_the_sami,_
FIN_long_range_patrols,_
FIN_finnish_radio_intelligence,_
FIN_sissi,_
FIN_national_armor_focus,_
FIN_innovative_designs,_
FIN_underground_resistance_cells,_
FIN_mannerheim_line,_
FIN_defense_in_depth,_
FIN_helsinki_air_defense,_
FIN_suomen_ilmavoimat,_
FIN_expand_air_bases,_
FIN_foreign_aircraft,_
FIN_pilot_training,_
FIN_expand_air_force_academy,_
FIN_naval_airforce,_
FIN_national_aircraft_production,_
FIN_support_for_ground_forces,_
FIN_dominate_the_skies,_
FIN_expand_production_lines,_
FIN_modernize_production_lines,_
FIN_suomen_merivoimat,_
FIN_the_merchant_fleet,_
FIN_conversion_of_civilian_vessels,_
FIN_coastal_defense,_
FIN_marine_jaeger_divisions,_
FIN_rapid_raiders,_
FIN_deep_sea_raiders,_
FIN_sea_mines_strategy,_
FIN_strengthen_the_naval_bases,_
FIN_acquire_andros_dockyards,_
FIN_expand_ship_building_industry,_
FIN_expansion_towards_the_atlantic,_
