SOV_infrastructure_effort_nsb,1
SOV_heavy_industry,1
SOV_finish_the_five_year_plan,_
SOV_improve_railway_network,1
SOV_third_five_year_plan,_
SOV_reorganize_the_pc_of_heavy_industry,_
SOV_industrial_modernization,_
SOV_increase_state_reserves,_
SOV_shift_to_armaments_production,_
SOV_optimize_production_lines,_
SOV_steel_casting_industry,_
SOV_synthetic_rubber,_
SOV_oil_production,_
SOV_restoration_and_development,_
SOV_fourth_five_year_plan,_
SOV_found_the_comecon,1
SOV_the_common_economic_space_initiative,5
SOV_found_the_warsaw_pact,_
SOV_no_time_for_peace,_
SOV_national_specialists,_
SOV_foreign_experts,_
SOV_eastern_development,_
SOV_develop_the_urals,_
SOV_the_ussr_academy_of_sciences,_
SOV_national_academies_of_sciences,_
SOV_transformation_of_nature,_
SOV_transformation_of_nature_alt,_
SOV_transpolar_flights,1
SOV_expand_the_aircraft_industry,_
SOV_modernize_aircraft_facilities,_
SOV_merge_aircraft_plants,_
SOV_found_the_jet_institute,_
SOV_increase_aircraft_production,_
SOV_foster_flying_clubs,_
SOV_women_in_aviation,_
SOV_raskovas_aviation_group,_
SOV_intensify_pilot_training_program,_
SOV_expand_aviation_institutes,_
SOV_ground_support,_
SOV_long_range_aircraft,_
SOV_the_modern_war_in_the_skies,_
SOV_expand_the_red_fleet,1
SOV_reinforce_western_naval_bases,_
SOV_reinforce_northern_naval_bases,_
SOV_reinforce_southern_naval_bases,_
SOV_reinforce_eastern_naval_bases,_
SOV_expand_shipbuilding_plants,_
SOV_merge_naval_plants,_
SOV_pc_of_the_ussr_navy,_
SOV_surface_warfare,_
SOV_submarine_warfare,_
SOV_offensive_maritime_strategy,_
SOV_an_oceangoing_navy,_
SOV_mine_warfare,_
SOV_long_range_raiders,_
SOV_advanced_maneuvers,_
SOV_expand_the_morskaya_aviatsiya,_
SOV_naval_infantry,_
SOV_found_the_pcdi,1
SOV_pc_of_mechanical_engineering,_
SOV_superior_war_machines,_
SOV_the_means_to_wage_war,_
SOV_soviet_artillery,_
SOV_pc_of_mortar_armament,_
SOV_development_of_tankograd,_
SOV_merge_tank_and_materiel_plants,_
SOV_strengthen_the_mobilization_plan,1
SOV_military_engineering_university,_
SOV_leningrad_polytechnical_institute,_
SOV_soviet_atomic_bomb_project,_
SOV_move_industry_to_the_urals,_
SOV_the_road_of_life,_
SOV_the_molotov_line,_
SOV_improve_the_stalin_line,_
SOV_the_defense_of_moscow,_
SOV_impregnable_forts,_
SOV_protect_the_white_sea_baltic_canal,_
SOV_far_east_fortification,_
SOV_restore_cossack_units,_
SOV_cohesion_first,_
SOV_rehabilitated_military,_
SOV_military_reorganization,_
SOV_desperate_measures,_
SOV_an_adaptable_army,_
SOV_lessons_of_war,_
SOV_penal_battalions,_
SOV_organization_of_the_partisans,_
SOV_smersh,_
SOV_barrier_troops,_
SOV_experts_in_camouflage,_
SOV_keep_commissars_organization,_
SOV_adjoined_battle_priests,_
SOV_swap_to_political_advisors,_
SOV_the_glory_of_the_red_army,_
SOV_the_glory_of_the_red_army_alt,_
SOV_the_path_of_marxism_leninism,_
SOV_the_centre,_
SOV_socialism_in_one_country,_
SOV_the_stalin_constitution,_
SOV_the_zinovyevite_terrorist_center,_
SOV_secure_the_administration,_
SOV_the_collectivization_process,_
SOV_the_anti_soviet_trotskyist_center,_
SOV_the_workers_dictatorship,_
SOV_organization_centralization_discipline,_
SOV_war_economy,_
SOV_the_military_conspiracy,_
SOV_the_bloc_of_rights_and_trotskyites,_
SOV_behead_the_snake,_
SOV_stalins_cult_of_personality,_
SOV_they_will_know_fear,_
SOV_inheritor_of_the_mantle_of_lenin,_
SOV_brilliant_genius,_
SOV_the_faithful_servant_of_lenin,_
SOV_ban_excessive_hero_worship,_
SOV_leader_of_the_party_and_the_people,_
SOV_great_commander,_
SOV_architect_of_communism,_
SOV_father_of_nations,_
SOV_freedom_of_debate_unity_of_action,_
SOV_the_construction_of_communism,_
SOV_the_left_opposition,_
SOV_the_fourth_international,_
SOV_bring_old_trotskyists_back,_
SOV_organize_the_wreckers,_
SOV_integrate_smirnovs_bloc,_
SOV_left_eliminate_right,_
SOV_committee_in_exile,_
SOV_approach_tukhachevsky,_
SOV_approach_primakov,_
SOV_funds_for_the_cause,_
SOV_left_opposition_coup,1
SOV_the_vanguard_of_the_true_revolution,_
SOV_long_live_the_workers_government,_
SOV_left_purges,_
SOV_the_builder_of_the_red_army,_
SOV_reigniting_the_revolutionary_spirit,_
SOV_the_permanent_revolution,_
SOV_depoliticize_the_military,_
SOV_system_decentralization,_
SOV_strengthen_heavy_industry,_
SOV_a_global_class_struggle,_
SOV_all_power_to_the_soviets,_
SOV_regional_development,_
SOV_autonomous_soviet_republics,_
SOV_international_union_of_soviet_republics,_
SOV_the_onslaught_on_colonialism,_
SOV_carry_revolution_east,_
SOV_the_end_of_the_imperialist_era,_
SOV_the_right_opposition,_
SOV_the_need_for_policy_changes,_
SOV_reverse_the_collectivization_process,_
SOV_organize_uprisings_in_the_country,_
SOV_dissent_in_the_party,_
SOV_eliminate_the_left,_
SOV_concessions_to_foreign_powers,_
SOV_covert_support_for_spanish_poum,_
SOV_undermine_stalins_authority,_
SOV_clandestine_cells,_
SOV_the_plan_for_the_coup,_
SOV_the_socialist_bulwark,_
SOV_coup_detat,_
SOV_right_purges,_
SOV_the_power_of_the_peasantry,_
SOV_curtailment_of_the_collective_farms,_
SOV_administrative_reforms,_
SOV_a_new_theory_of_revolution,_
SOV_back_to_the_nep,_
SOV_planned_economy,_
SOV_paced_industrialization,_
SOV_the_trade_union_as_labor_organizer,_
SOV_incorporate_local_organizations,_
SOV_for_the_common_good,_
SOV_victory_over_devastation,_
SOV_socialist_humanism,_
SOV_international_revolutionary_marxist_centre,_
SOV_a_sustainable_economy,_
SOV_the_enemies_of_the_people,_
SOV_proclaim_soviet_hegemony,_
SOV_military_support,_
SOV_divert_attention_towards_military,_
SOV_gain_support_from_party_members,_
SOV_sway_the_railway_workers,_
SOV_infiltrate_the_nkvd,_
SOV_cooperation_against_stalin,_
SOV_align_the_zinovyevites,_
SOV_liberate_ryutin,_
SOV_return_democracy_to_the_party,_
SOV_strengthen_the_trade_unions,_
SOV_the_peoples_revolution,_
SOV_the_supreme_soviet,_
SOV_addressing_internal_affairs,_
SOV_nkvd_primacy,_
SOV_the_new_soviet_woman,_
SOV_expand_the_agitprop,_
SOV_positive_heroism,_
SOV_revive_the_stakhanovite_movement,_
SOV_war_heroes,_
SOV_collectivist_propaganda,_
SOV_socialist_emulation,_
SOV_socialist_realism,_
SOV_the_komsomol,_
SOV_patriarch_of_all_russia,_
SOV_the_comintern,_
SOV_development_aid_for_eastern_allies,1
SOV_war_measures_in_the_east,1
SOV_annex_tannu_tuva,1
SOV_fortify_mongolian_border,1
SOV_send_military_advisors_to_spain,1
SOV_policy_of_collective_security,1
SOV_anti_fascist_policies,1
SOV_seek_a_defense_pact_with_the_allies,1
SOV_the_khakimov_proposal,1
SOV_eradicate_western_fascism,1
SOV_policy_of_individual_security,1
SOV_approach_germany,1
SOV_liberation_of_the_european_proletariat,1
SOV_anti_capitalist_policies,1
SOV_recover_alaska,1
SOV_the_fight_for_the_pacific,1
SOV_baltic_security,1
SOV_respect_baltic_self_determination,1
SOV_claims_in_baltic,1
SOV_secure_leningrad,1
SOV_control_scandinavia,1
SOV_claims_on_poland,1
SOV_demand_eastern_poland,1
SOV_offer_poland_protection,1
SOV_claim_on_bessarabia,2.5
SOV_demand_balkan_submission,1
SOV_seek_balkan_cooperation,1
SOV_middle_east_diplomacy,1
SOV_the_southern_thrust,1
SOV_support_afghan_ideology,1
SOV_preemptive_invasion_of_iran,1
SOV_the_threat_from_the_land_of_the_rising_sun,1
SOV_the_gobi_gambit,1
SOV_two_red_flags,1
SOV_support_the_kuomintang,1
SOV_intervention_in_china,1
SOV_prepare_a_war_with_japan,1
SOV_end_the_khalkhin_gol_conflict,1
SOV_recover_the_kuril_islands,1
SOV_reconcile_japan,1
SOV_spheres_of_influence_in_china,1
SOV_soviet_japanese_pact_against_usa_focus,1
SOV_beaten_but_not_defeated,1
SOV_unification_of_the_exiles,1
SOV_womens_fascist_movement,1
SOV_the_true_tsars,1
SOV_national_unification,1
SOV_embrace_the_black_hundreds,1
SOV_covert_operations,1
SOV_muster_the_old_guard,1
SOV_approach_semyonov,1
SOV_fascist_youth_union,1
SOV_tolkachi,1
SOV_south_manchuria_railway,1
SOV_organize_wreckers,1
SOV_the_eyes_fear,1
SOV_the_hands_do,1
SOV_call_for_aid,1
SOV_request_imperial_protection,1
SOV_sabotage_behind_enemy_lines,1
SOV_aristocratic_investments,1
SOV_consolidate_power,1
SOV_rebuild_the_nation,1
SOV_bringing_breakaways_back_to_the_fold,1
SOV_offer_autonomy_to_former_soviet_republics,1
SOV_restore_the_glory_of_the_motherland,1
SOV_article_124,1
SOV_reopen_novodevichi,1
SOV_rebuild_the_savior_cathedral,1
SOV_the_synod,1
SOV_the_declaration,1
SOV_return_of_the_rocor,1
SOV_reformalize_the_role_of_the_patriarchate,1
SOV_reconvene_the_zemsky_sobor,1
SOV_dismantle_the_zemsky_sobor,1
SOV_russian_corporate_state,1
SOV_romanov_reconstruction,1
SOV_capital_of_the_tsars,1
SOV_church_candidates,1
SOV_reinstitute_the_mestnichestvo,1
SOV_the_iron_wall_of_russian_resolve,1
SOV_my_brothers_keeper,1
SOV_the_rightful_heir_to_the_empire,1
SOV_the_third_rome,1
SOV_vengeance_for_the_yoke,1
SOV_reclaim_uryankhay_krai,1
SOV_westward_bound,1
SOV_the_triple_entente,1
SOV_our_slavic_commitments,1
SOV_the_old_enemy,1
SOV_secure_finland,1
SOV_secure_the_baltics,1
SOV_panslavic_nationalism,1
SOV_the_fate_of_romania,1
SOV_pacify_the_rim,1
SOV_eastern_expansion,1
SOV_intervention_in_the_americas,1
SOV_restore_the_old_eastern_empire,1
SOV_into_central_asia,1
SOV_the_last_break_southward,1
SOV_rebuild_the_far_eastern_fleet,1
SOV_modernize_the_far_eastern_fleet,1
SOV_memories_of_1905,1
SOV_the_lonely_island,1
SOV_an_empire_in_the_pacific,1
SOV_the_berlin_moscow_axis,1
SOV_japanese_overtures,1
