CZE_appeal_to_the_castle,4
CZE_coalition_building,8
CZE_petition_the_nobles,2
CZE_align_nationalist_parties,_
CZE_align_slovak_catholics,_
CZE_align_catholic_parties,_
CZE_restore_the_monarchy,_
CZE_semi_constitutional_monarchy,_
CZE_restore_noble_titles,_
CZE_catholic_focus,_
CZE_hussite_legacy,_
CZE_align_with_germany,1
CZE_claim_lands_of_the_bohemian_crown,_
CZE_restore_the_austro_hungarian_customs_union,_
CZE_fight_over_silesia,0
CZE_divide_germany,0
CZE_demand_katowice,1
CZE_dismantle_poland,_
CZE_proclaim_the_restoration_of_bohemia,100
CZE_integrate_lost_territories,100
CZE_deepen_ties_with_puppet_kingdoms,_
CZE_usurp_the_mantle,_
CZE_unify_the_fascist_parties,_
CZE_revive_the_december_bloc,_
CZE_cooperate_with_the_sdp,_
CZE_integrate_sudeten_germans,_
CZE_rally_against_germany,_
CZE_pro_rearmament_propaganda,_
CZE_revert_1926_anti_military_laws,_
CZE_power_to_the_military,_
CZE_militarize_the_associations,_
CZE_aggressive_foreign_policy,_
CZE_feeding_the_alligator,0
CZE_work_with_germany,1
CZE_joint_equipment_designs,_
CZE_negotiate_sphere_of_influence,_
CZE_set_up_polish_puppet_state,_
CZE_assist_austria,0
CZE_eliminate_austrian_defeatists,10
CZE_the_legacy_of_ottokar,100
CZE_demand_the_istrian_peninsula,0
CZE_demand_slovenia,_
CZE_demand_overlordship_of_yugoslav_league,_
CZE_poland_alliance_monarchist,1
CZE_a_strong_poland,_
CZE_facilitate_a_strong_hungary,_
CZE_subjegate_serbia,1
CZE_subjegate_romania,_
CZE_integrate_hungary,_
CZE_expand_the_rome_protocols,_
CZE_return_to_democracy,_
CZE_cooperate_with_the_allies,_
CZE_central_european_faction,_
CZE_complete_capitulation,1
CZE_stabilize_the_protectorate,1
CZE_full_faith_in_hacha,4
CZE_moravecs_bohemia,1
CZE_form_the_government_army,1
CZE_forced_administration_of_companies,1
CZE_prepare_for_exile,_
CZE_infiltrate_collaborationist_organizations,_
CZE_enter_exile,_
CZE_contact_the_czech_and_slovak_legion,_
CZE_placate_benes_faction,10
CZE_king_of_the_castle,10
CZE_merge_the_paramilitaries,_
CZE_integrated_paramilitaries,_
CZE_wielding_the_hammer,1
CZE_emergency_measures,1
CZE_leverage_sokol,1
CZE_negotiations_with_the_autonomous_bloc,1
CZE_slovakia_autonomy_agreement,1
CZE_topple_the_king,1
CZE_comprise_with_the_carpathians,1
CZE_cut_carpathia_loose,1
CZE_apart_but_togather,1
CZE_reorient_the_broad_coalition,1
CZE_compromise_with_the_veteran_agrarian,1
CZE_deepend_ties_with_the_trademans,1
CZE_truth_prevails,1
CZE_reintegrate_cross_border_rail_connections,1
CZE_free_tuka,1
CZE_revisit_custom_union_talks,1
CZE_form_a_federation,1
CZE_bend_the_bars,0
CZE_reassure_the_army,1
CZE_standing_against_the_storm,1
CZE_outreach_to_the_western_powers,1
CZE_grow_the_anglo_czechoslovak_prague_credit_bank,1
CZE_supply_fighters_for_allies,2
CZE_demand_guarantees,1
CZE_guardian_of_central_europe,1
CZE_strike_at_the_heart_of_bolshevism,1
CZE_destroy_the_fascist_threats,0
CZE_peace_on_our_time,4
CZE_contact_henlein,1
CZE_no_compromise_with_the_sdp,2
CZE_closer_ties_with_the_moderate_germany_parties,2
CZE_complete_reconciliation,1
CZE_bastion_of_liberty,10
CZE_increase_funding_from_moscow,1
CZE_expand_the_communist_press,_
CZE_form_workers_brigades,_
CZE_anti_rearmament_propaganda,_
CZE_anti_democratic_propaganda,_
CZE_zapotocky_faction,_
CZE_ally_with_moderate_socialists,_
